PROPERTY ID (T/WCAD),Food_Permit_Number,Food_Permit_Area,Name,Street,PERMIT SUBTYPE,SERVICE TYPE,Food_Permit_Year,Location 1,STREET NUMBER,Street Name,STREET DIRECTION,STREET SUFFIX,SUITE,OWNER NAME,OWNER MAILING ADDRESS,OWNER MAILING CITY,OWNER MAILING STATE,OWNER MAILING ZIP,FIXED FOOD TYPE
,2007169694 FP,1400,Papa John's #934,"1201 Barbara Jordan Blvd Bunit 1280
Austin, Tx 78723
(30.306339, -97.708537)",Food Service,Carry Out,10/01/2018,"1201 BARBARA JORDAN BLVD Bunit 1280
AUSTIN, TX 78723
(30.306339, -97.708537)",1201,"BARBARA JORDAN
",,BLVD,Bunit 1280,"STAR PAPA, LP",PO BOX 8000,MONSEY,NY,10952,Restaurant
,2014004298 FP,1400,Menchie's Frozen Yogurt,"14028 N Us 183 Hwy Svrd Sb Bunit 165
Austin, Tx 78613
",Food Service,,10/01/2018,"14028 N US 183 HWY SVRD SB Bunit 165
AUSTIN, TX 78613
",14028,"US 183 HWY SVRD
",N ,SB,Bunit 165,"KRAG II, LLC - KATHRYN ELMER",11508 FIRETHORN CT.,AUSTIN,TEXAS,78732,General Food Service
,2014031939 FP,1400,Snow Monster,"11220 N Lamar Blvd Bunit 275
Austin, Tx 78758
",Food Service,,10/01/2018,"11220 N LAMAR BLVD Bunit 275
AUSTIN, TX 78758
",11220,"LAMAR
",N ,BLVD,Bunit 275,MING CHEN,11220 N LAMAR BLVD SUITE B275,AUSTIN,TEXAS,78753,General Food Service
,2013065693 FP,1423,Juiceland Oakhill,"6705 W Us 290 Hwy Unit 610
Austin, Tx 78749
",Food Service,Carry Out,10/01/2018,"6705 W US 290 HWY Unit 610
AUSTIN, TX 78749
",6705,"US 290
",W ,HWY,Unit 610,MAURINE WINKLEY,"415 E. ST. ELMA RD., STE. 1C",AUSTIN,TEXAS,78745,
,2014123274 FP,1401,Corporate Caterers,"9003 Waterford Centre Blvd Unit 150
Austin, Tx 78758
(30.375448, -97.729831)",Food Service,Caterer,10/01/2018,"9003 WATERFORD CENTRE BLVD Unit 150
AUSTIN, TX 78758
(30.375448, -97.729831)",9003,"WATERFORD CENTRE
",,BLVD,Unit 150,"THIS THING OF OURS, LLC","9003 WATERFORD CENTRE BLVD, SUITE 150",AUSTIN,TX,78758,General Food Service
,2005001645 FP,1400,Shahi Food Market,"12410 N Lamar Blvd
Austin, Tx 78758
(30.406615, -97.678443)",Retail Food,,10/01/2018,"12410 N LAMAR BLVD
AUSTIN, TX 78758
(30.406615, -97.678443)",12410,"LAMAR
",N ,BLVD,,SADIQUL ISLAM,12410 N LAMAR BLVD,AUSTIN,TX,78753,103
,2006008161 FP,1450,Detour,"6705 W Us 290 Hwy Unit 107
Austin, Tx 78749
",Food Service,Seated,10/01/2018,"6705 W US 290 HWY Unit 107
AUSTIN, TX 78749
",6705,"US 290
",W ,HWY,Unit 107,MIKE SANCHEZ,"6705 US 290 W, #107",AUSTIN,TX,78735,Bar
,2006008575 FP,1430,Genuine Joe Coffee House,"2001 W Anderson Ln
Austin, Tx 78757
(30.354333, -97.727187)",Food Service,Seated,10/01/2018,"2001 W ANDERSON LN
AUSTIN, TX 78757
(30.354333, -97.727187)",2001,"ANDERSON
",W ,LN,,DAVE SWAINSTON,2001 W. ANDERSON LN.,AUSTIN,TX,78757,Restaurant
154598,2012074575 FP,1440,Texadelphia,"9828 Great Hills Trl Unit 140
Austin, Tx 78759
(30.394225, -97.748273)",Food Service,Seated,10/01/2018,"9828 GREAT HILLS TRL Unit 140
AUSTIN, TX 78759
(30.394225, -97.748273)",9828,"GREAT HILLS
",,TRL,Unit 140,"AMR RESTAURANT GROUP, LLC",9828 GREAT HILLS TRAIL STE 140,AUSTIN,TEXAS,78759,General Food Service
,2012060736 FP,1500,Ramen Tatsu-Ya,"8557 Research Blvd Nb Unit 126
Austin, Tx 78758
(30.36101, -97.716698)",Food Service,Seated,10/01/2018,"8557 RESEARCH BLVD NB Unit 126
AUSTIN, TX 78758
(30.36101, -97.716698)",8557,"RESEARCH BLVD
",,NB,Unit 126,RAMEN TATSU-YA INC,1907 W 38TH ST UNIT A,AUSTIN,TEXAS,78731,General Food Service
,2005001002 FP,1500,Willie's Bar-B-Q,"4505 E Martin Luther King Jr Blvd
Austin, Tx 78721
(30.285611, -97.684167)",Food Service,Seated,10/01/2018,"4505 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78721
(30.285611, -97.684167)",4505,"MARTIN LUTHER KING JR
",E ,BLVD,,WILLIE J. SHOWELS,4505 E MLK BLVD.,AUSTIN,TX,78721,General Food Service
R066171,2005002265 FP,1500,Dairy Queen,"12129 N Fm 620 Rd
Austin, Tx 78750
",Food Service,Seated,10/01/2018,"12129 N FM 620 RD
AUSTIN, TX 78750
",12129,"FM 620
",N ,RD,,"JOE USHER, PRESIDENT",P.O. BOX 1109,MANOR,TX,78653,Restaurant
,2006001951 FP,1500,Central Star Lodge #1631,"7237 E Us 290 Hwy Eb
Austin, Tx 78723
(30.32296, -97.67994)",Food Service,Seated,10/01/2018,"7237 E US 290 HWY EB
AUSTIN, TX 78723
(30.32296, -97.67994)",7237,"US 290 HWY
",E ,EB,,"CENTRAL STAR ELKS LODGE #1631, INC.",7237 HWY 290 E,AUSTIN,TX,78723,Bar
,2008004125 FP,1500,Tino's Greek Cafe,"10515 N Mopac Expy Nb
Austin, Tx 78758
",Food Service,Seated,10/01/2018,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
",10515,"MOPAC EXPY
",N ,NB,,TINO'S BREAKER LLC,"10515 N. MOPAC BLVD., STE. C310",AUSTIN,TX,78758,Restaurant
,2013068546 FP,1500,Which Wich,"2525 W Anderson Ln
Austin, Tx 78757
(30.356921, -97.73276)",Food Service,,10/01/2018,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",2525,"ANDERSON
",W ,LN,,ROBERT THIELE,107 CANYON VISTA,GEORGETOWN,TEXAS,78633,
,2006003731 FP,1500,Thundercloud Subs,"2500 W Parmer Ln
Austin, Tx 78727
(30.419478, -97.702725)",Food Service,,10/01/2018,"2500 W PARMER LN
AUSTIN, TX 78727
(30.419478, -97.702725)",2500,"PARMER
",W ,LN,,THUNDERCLOUD INC.,203 E. RIVERSIDE DR.,AUSTIN,TX,78704,Restaurant
,2006005881 FP,1500,Amy's Ice Cream,"4477 S Lamar Blvd Nb
Austin, Tx 78745
(30.232263, -97.798942)",Food Service,Seated,10/01/2018,"4477 S LAMAR BLVD NB
AUSTIN, TX 78745
(30.232263, -97.798942)",4477,"LAMAR BLVD
",S ,NB,,AMELIA E. SIMMONS,2109 NORTHLAND DR.,AUSTIN,TX,78756,Other
,2014068759 FP,1500,Grey Rock Golf Club,"7401 Sh 45 Eb
Austin, Tx 78739
(30.186501, -97.913736)",Food Service,,10/01/2018,"7401 SH 45 EB
AUSTIN, TX 78739
(30.186501, -97.913736)",7401,"SH 45
",,EB,,TOUCHSTONE GOLF LLC,2009 FM 620,AUSTIN,TEXAS,78734,General Food Service
,2014087475 FP,1500,Sa-Ten,"916 Springdale Rd Bunit 101
Austin, Tx 78702
(30.261792, -97.697968)",Food Service,Seated,10/01/2018,"916 SPRINGDALE RD Bunit 101
AUSTIN, TX 78702
(30.261792, -97.697968)",916,"SPRINGDALE
",,RD,Bunit 101,AKINAI COFFEE LLC,"916 SPRINGDALE RD, BLDG 3 # 101",AUSTIN,TEXAS,78702,General Food Service
,2007110841 FP,1500,Cilantro's Mexican Restaurant,"1025 W Stassney Ln
Austin, Tx 78745
(30.210577, -97.786925)",Food Service,Seated,10/01/2018,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.210577, -97.786925)",1025,"STASSNEY
",W ,LN,,BOGAR RIVERA ZARAGOZA,1025 W STASSNEY LANE,AUSTIN,TEXAS,78745,Restaurant
,2016025951 FP,1500,Papa John's Pizza #4689,"7930 Thaxton Rd Unit 400
Austin, Tx 78747
(30.157832, -97.744352)",Food Service,,10/01/2018,"7930 THAXTON RD Unit 400
AUSTIN, TX 78747
(30.157832, -97.744352)",7930,"THAXTON
",,RD,Unit 400,"PAPA JOHN'S PIZZA C/O BUSINESS LICENSE, LLC",PO BOX 8000,MONSEY,NY,10952,General Food Service
,2015070750 FP,1500,183 Grill Austin Gyros,"13729 N Us 183 Hwy Nb Unit 890
Austin, Tx 78729
",Food Service,,10/01/2018,"13729 N US 183 HWY NB Unit 890
AUSTIN, TX 78729
",13729,"US 183 HWY
",N ,NB,Unit 890,SAMI ALASI,13729 N. 183 HWY #890,AUSTIN,TEXAS,78750,General Food Service
203050,2013112412 FP,1500,Super Maxx,"7801 Fm 969 Rd
Austin, Tx 78725
",Retail Food,,10/01/2018,"7801 FM 969 RD
AUSTIN, TX 78725
",7801,"FM 969
",,RD,,ARFAMOMIN CORP /  ATTN: AMIN MOMIN,11303 SWEETWATER COVE,AUSTIN,TEXAS,78750,
,2005001111 FP,1500,Berkman Food Mart,"6615 Berkman Dr
Austin, Tx 78723
(30.319718, -97.689048)",Retail Food,,10/01/2018,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.319718, -97.689048)",6615,"BERKMAN
",,DR,,MUBARAK S MAKNOJIA,6615 BERKMAN DR,AUSTIN,TX,78723,Convenience Store
,2015132614 FP,1500,"Yo So Cool 2, LLC","6501 S Congress Ave Bunit 100
Austin, Tx 78745
(30.195382, -97.777858)",Food Service,,10/01/2018,"6501 S CONGRESS AVE Bunit 100
AUSTIN, TX 78745
(30.195382, -97.777858)",6501,"CONGRESS
",S ,AVE,Bunit 100,YO SO COOL 2 ATTN: HENRY KALISKY,9705 TIMBER RIDGE PASS,AUSTIN,TEXAS,78733,General Food Service
,2004001896 FP,1500,Urban Market,"1905 E 12Th St
Austin, Tx 78702
(30.27381, -97.719665)",Retail Food,,10/01/2018,"1905 E 12TH ST
AUSTIN, TX 78702
(30.27381, -97.719665)",1905,"12TH
(32.40623, -87.04958)",E ,ST,,ASMA ZAKZOK,1905 E 12TH STREET,AUSTIN,TX,78702,Convenience Store
,2005008945 FP,1520,Tucci's Southside Subs,"7101 W Sh 71
Austin, Tx 78736
",Food Service,Seated,10/01/2018,"7101 W SH 71
AUSTIN, TX 78736
",7101,"SH
",W ,71,,DAVID A. TUCCI,926 ECHO LN,AUSTIN,TX,78745,Restaurant
,2008017805 FP,1540,Lone Star Family Market,"8756 Research Blvd Sb Bldg B
Austin, Tx 78757
(30.365681, -97.718516)",Retail Food,,10/01/2018,"8756 RESEARCH BLVD SB Bldg B
AUSTIN, TX 78757
(30.365681, -97.718516)",8756,"RESEARCH BLVD
",,SB,Bldg B,"THE MARIT GROUP, INC.",9222 RESEARCH BLVD,AUSTIN,TEXAS,78758,Other
,2008002636 FP,1600,Rockin Rice Korean Food & Drinks,"6808 N Lamar Blvd Bunit 110
Austin, Tx 78757
",Food Service,Seated,10/01/2018,"6808 N LAMAR BLVD Bunit 110
AUSTIN, TX 78757
",6808,"LAMAR
",N ,BLVD,Bunit 110,YOON J. KIM,6808 N. LAMAR BLVD #B-110,AUSTIN,TEXAS,78752,Restaurant
,2012108563 FP,1600,Tous Les Jours,"6808 N Lamar Blvd Bunit 115
Austin, Tx 78757
",Food Service,,10/01/2018,"6808 N LAMAR BLVD Bunit 115
AUSTIN, TX 78757
",6808,"LAMAR
",N ,BLVD,Bunit 115,KERRY S YOM,"6808 N LAMAR BLVD., #B-115",AUSTIN,TEXAS,78752,
,2012125701 FP,1600,"Coffee Bean & Tea Leaf, The","5030 W Us 290 Hwy Wb
Austin, Tx 78735
",Food Service,,10/01/2018,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",5030,"US 290 HWY
",W ,WB,,"LONE STAR BEAN, LLC","800 W. 34TH ST., STE. 260",AUSTIN,TEXAS,78705,General Food Service
,2015118024 FP,1600,Austin Gourmet Popcorn,"13343 N Us 183 Hwy Unit 250
Austin, Tx 78729
",Food Service,,10/01/2018,"13343 N US 183 HWY Unit 250
AUSTIN, TX 78729
",13343,"US 183
",N ,HWY,Unit 250,SCOTT HERN,13343 HWY 183 NORTH #250,AUSTIN,TEXAS,78750,Other
,2015044571 FP,1633,Espressoself,"2438 W Anderson Ln Bunit 1
Austin, Tx 78757
(30.356395, -97.731374)",Food Service,,10/01/2018,"2438 W ANDERSON LN Bunit 1
AUSTIN, TX 78757
(30.356395, -97.731374)",2438,"ANDERSON
",W ,LN,Bunit 1,CHARLES EDWARDS,2438 WEST ANDERSON LANE C-1,AUSTIN,TEXAS,78757,Other
,2006004125 FP,1627,Mr. Gatti's,"7525 E Us 290 Hwy Eb
Austin, Tx 78723
(30.32433, -97.67528)",Food Service,Carryout,10/01/2018,"7525 E US 290 HWY EB
AUSTIN, TX 78723
(30.32433, -97.67528)",7525,"US 290 HWY
",E ,EB,,MGI HOLDINGS,P.O. BOX 470726,FORT WORTH,TX,76147,Restaurant
,2014009886 FP,1689,Sushi Junai,"1612 Lavaca St
Austin, Tx 78701
(30.278923, -97.74141)",Food Service,,10/01/2018,"1612 LAVACA ST
AUSTIN, TX 78701
(30.278923, -97.74141)",1612,"LAVACA
",,ST,,JAEWOO JANG,1612 LAVACA ST,AUSTIN,TEXAS,78701,General Food Service
,2011065519 FP,1700,"Donut Hole, The","6863 W Us 290 Hwy Eb
Austin 78749
",Food Service,Carry Out,10/01/2018,"6863 W US 290 HWY EB
AUSTIN 78749
",6863,"US 290 HWY
",W ,EB,,HOLE ENTERPRISES LLC,210 PALOS VERDES,AUSTIN,TEXAS,78734,Restaurant
,2006004920 FP,1700,Montopolis Youth Sports Complex,,Food Service,Carryout,10/01/2018,,,"#VALUE!
",,,,RUBEN ROSALES,6800 VILLITA AVENIDA,AUSTIN,TX,78741,Concession Stand
,2014068948 FP,2156,Badlands,"1203 Chicon St
Austin, Tx 78702
(30.274086, -97.719989)",Food Service,,10/01/2018,"1203 CHICON ST
AUSTIN, TX 78702
(30.274086, -97.719989)",1203,"CHICON
",,ST,,S3M PARTNERS,1900 E. 12TH,AUSTIN,TX,78702,General Food Service
,2014003938 FP,1700,Domino's,"1700 W Parmer Ln
Austin, Tx 78727
(30.412511, -97.688909)",Food Service,,10/01/2018,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688909)",1700,"PARMER
",W ,LN,,"B4 PIZZA,LLC",2800 SCENIC DR,FLOWER MOUND,TEXAS,75022,General Food Service
,2016011628 FP,1744,Yatai,"2538 Guadalupe St
Austin, Tx 78705
(30.290038, -97.741385)",Food Service,Seated,10/01/2018,"2538 GUADALUPE ST
AUSTIN, TX 78705
(30.290038, -97.741385)",2538,"GUADALUPE
",,ST,,"RAMENYA HOLDING COMPANY, LLC",600 W. 28TH STREET SUITE 209,AUSTIN,TEXAS,78705,General Food Service
,2008096536 FP,1750,Starbucks Coffee #14500,"7015 W Us 290 Hwy Unit Hp
Austin, Tx 78749
",Food Service,Seated,10/01/2018,"7015 W US 290 HWY Unit HP
AUSTIN, TX 78749
",7015,"US 290
",W ,HWY,Unit HP,STARBUCKS CORPORATION,PO BOX 34442- TAX2,SEATTLE,WA,98124,Other
,2006008782 FP,1780,Farm To Market Grocery,"1718 S Congress Ave
Austin, Tx 78704
(30.246311, -97.750892)",Food Service,Carryout,10/01/2018,"1718 S CONGRESS AVE
AUSTIN, TX 78704
(30.246311, -97.750892)",1718,"CONGRESS
",S ,AVE,,MARGARET MCCOY,1718 S. CONGRESS AVE.,AUSTIN,TX,78704,Delicatessen
,2006007938 FP,1800,"Side Bar, The","602 E 7Th St
Austin, Tx 78701
(30.267322, -97.736498)",Food Service,Seated,10/01/2018,"602 E 7TH ST
AUSTIN, TX 78701
(30.267322, -97.736498)",602,"7TH
(29.52033, -98.59599)",E ,ST,,TREY SPAW,602 E. 7TH ST,AUSTIN,TX,78701,Bar
,2006003321 FP,1800,Los Comales Taqueria,"2136 E 7Th St
Austin, Tx 78702
(30.26165, -97.718305)",Food Service,Seated,10/01/2018,"2136 E 7TH ST
AUSTIN, TX 78702
(30.26165, -97.718305)",2136,"7TH
(29.52033, -98.59599)",E ,ST,,MERCED BENITEZ,2136 E. 7TH ST.,AUSTIN,TX,78702,Restaurant
,2008051974 FP,1800,Justine's,"4710 E 5Th St
Austin, Tx 78702
(30.252994, -97.700651)",Food Service,Seated,10/01/2018,"4710 E 5TH ST
AUSTIN, TX 78702
(30.252994, -97.700651)",4710,"5TH
(43.638367, -108.211504)",E ,ST,,JUSTINE GILCREASE,4710 E 5TH ST,AUSTIN,TEXAS,78702,Restaurant
,2006007453 FP,1800,Jefes Mexican Restaurant,"720 Lamar Pl Unit 2
Austin, Tx 78752
(30.331404, -97.722406)",Food Service,Seated,10/01/2018,"720 LAMAR PL Unit 2
AUSTIN, TX 78752
(30.331404, -97.722406)",720,"LAMAR
",,PL,Unit 2,FRANCISCA LOZANO,"720 LAMAR PLACE, STE. B",AUSTIN,TX,78752,Restaurant
,2006007359 FP,2500,Uchi,"801 S Lamar Blvd
Austin, Tx 78704
(30.257728, -97.759942)",Food Service,Seated,10/01/2018,"801 S LAMAR BLVD
AUSTIN, TX 78704
(30.257728, -97.759942)",801,"LAMAR
",S ,BLVD,,"ENSO, LTD",801 S LAMAR BLVD.,AUSTIN,TX,78704,Restaurant
,2013097713 FP,1800,Subway,"9300 N Lamar Blvd Unit B
Austin, Tx 78758
(30.362626, -97.697295)",Food Service,Seated,10/01/2018,"9300 N LAMAR BLVD Unit B
AUSTIN, TX 78758
(30.362626, -97.697295)",9300,"LAMAR
",N ,BLVD,Unit B,"AUSTIN SUBS II, INC",7109 FOXTREE COVE,AUSTIN,TEXAS,78750,General Food Service
,2014122027 FP,1800,Race Express,"4718 S Us 183 Hwy Sb
Austin, Tx 78744
",Food Service,,10/01/2018,"4718 S US 183 HWY SB
AUSTIN, TX 78744
",4718,"US 183 HWY
",S ,SB,,AIZA BUSINESS INC.,4718 S. US HWY 183,AUSTIN,TEXAS,78744,General Food Service
,2013108529 FP,1845,Starbucks Coffee Company,"14028 N Us 183 Hwy Svrd Sb Bldg H
Austin, Tx 78613
",Food Service,,10/01/2018,"14028 N US 183 HWY SVRD SB Bldg H
AUSTIN, TX 78613
",14028,"US 183 HWY SVRD
",N ,SB,Bldg H,STARBUCKS COFFEE COMPANY,"PO BOX 34442, S-TAX2",SEATTLE,WA,98124,
,2016005784 FP,1826,Irrawaddy Coffee Roasters,"825 E Rundberg Ln Unit H-2
Austin, Tx 78753
(30.357466, -97.686736)",Food Products,,10/01/2018,"825 E RUNDBERG LN Unit H-2
AUSTIN, TX 78753
(30.357466, -97.686736)",825,"RUNDBERG
",E ,LN,Unit H-2,MELVIN TAN,1900 TRILLIUM COVE,AUSTIN,TEXAS,78733,Manufacturing
,2006005923 FP,1875,Swad Restaurant,"9515 N Lamar Blvd
Austin, Tx 78753
(30.365139, -97.695848)",Food Service,Seated,10/01/2018,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.365139, -97.695848)",9515,"LAMAR
",N ,BLVD,,MANHARBHAI PATEL,1504 FREESTONE DR,PFLUGERVILLE,TX,78660,General Food Service
,2006000109 FP,1900,Chez-Nous,"510 Neches St
Austin, Tx 78701
(30.266428, -97.738399)",Food Service,Seated,10/01/2018,"510 NECHES ST
AUSTIN, TX 78701
(30.266428, -97.738399)",510,"NECHES
",,ST,,PASCAL REGIMBEAU,1112 WEST OLTORF,AUSTIN,TX,78704,General Food Service
,2015086182 FP,1982,Lima Criolla Peruvian Restaurant,"6406 N Ih 35 Svrd Sb
Austin, Tx 78752
(30.325374, -97.707046)",Food Service,Seated,10/01/2018,"6406 N IH 35 SVRD SB
AUSTIN, TX 78752
(30.325374, -97.707046)",6406,"IH 35 SVRD
",N ,SB,,I K OSORIO INVESTMENTS LLC,1620 MENTONE DR,ROUND ROCK,TEXAS,78664,General Food Service
,2010016822 FP,2500,El Meson,"2038 S Lamar Blvd
Austin, Tx 78704
(30.248694, -97.769089)",Food Service,,10/01/2018,"2038 S LAMAR BLVD
AUSTIN, TX 78704
(30.248694, -97.769089)",2038,"LAMAR
",S ,BLVD,,ATTICUS MACIAS,2038 S. LAMAR,AUSTIN,TX,78704,Restaurant
,2005002164 FP,2000,Whataburger #346,"601 Barton Springs Rd
Austin, Tx 78704
(30.258522, -97.750533)",Food Service,Seated,10/01/2018,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258522, -97.750533)",601,"BARTON SPRINGS
",,RD,,WHATABURGER RESTAURANT LP,"2711 CENTERVILLE RD, MS-BL",WILMINGTON,DE,19806,Restaurant
222703,2005003205 FP,2000,China Kitchen,"7112 Ed Bluestein Blvd Unit 180
Austin, Tx 78723
(30.312799, -97.662825)",Food Service,Seated,10/01/2018,"7112 ED BLUESTEIN BLVD Unit 180
AUSTIN, TX 78723
(30.312799, -97.662825)",7112,"ED BLUESTEIN
",,BLVD,Unit 180,YU MEI DELGADILLO,"7112 ED BLUESTEIN, #180",AUSTIN,TX,78723,Restaurant
446624,2006005797 FP,2000,Heritage of Gaines Ranch-Main Kit,"4409 Gaines Ranch Loop
Austin, Tx 78735
(30.241887, -97.815948)",Food Service,Seated,10/01/2018,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241887, -97.815948)",4409,"GAINES RANCH
",,LOOP,,"BLC OF TEXAS II,LP",4409 GAINES RANCH LOOP,AUSTIN,TX,78735,Restaurant
R379600,2006005355 FP,2000,Whataburger #709,"13201 N Fm 620 Rd Nb
Austin, Tx 78729
",Food Service,Seated,10/01/2018,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",13201,"FM 620 RD
",N ,NB,,"WHATABURGER RESTAURANTS, LLC",2711 CENTERVILLE RD MS-BL,WILMINGTON,DE,19808,Restaurant
R372509,2005004472 FP,2000,Wal-Mart Supercenter-Bakery #1129,"13201 N Fm 620 Rd Nb
Austin, Tx 78729
",Food Service,Seated,10/01/2018,"13201 N FM 620 RD NB
AUSTIN, TX 78729
",13201,"FM 620 RD
",N ,NB,,"WAL-MART STORES TEXAS, LLC/ ATTN: AMY IGO",3345 BEE CAVE RD STE# 105,AUSTIN,TX,78746,Restaurant
,2013081674 FP,2000,Smashburger,"14028 N Us 183 Hwy Svrd Sb Bunit 310
Austin, Tx 78613
",Food Service,Seated,10/01/2018,"14028 N US 183 HWY SVRD SB Bunit 310
AUSTIN, TX 78613
",14028,"US 183 HWY SVRD
",N ,SB,Bunit 310,"TEXMASH HOLDINGS, LLC / ATTN: GOVIND R. AGRAWAL",12660 S KIRKWOOD RD,STAFFORD,TEXAS,77477,General Food Service
,2005008872 FP,2000,Taqueria Chapala #3,"6116 W Us 290 Hwy Wb
Austin, Tx 78735
",Food Service,Seated,10/01/2018,"6116 W US 290 HWY WB
AUSTIN, TX 78735
",6116,"US 290 HWY
",W ,WB,,MANUEL LOPEZ,6116 US HWY 290 WEST,AUSTIN,TX,78735,Restaurant
,2006003971 FP,2000,First Wok,"603 W Stassney Ln
Austin, Tx 78745
(30.20779, -97.780289)",Food Service,Seated,10/01/2018,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.20779, -97.780289)",603,"STASSNEY
",W ,LN,,JUIN LUNG LU,603 W. STASSNEY LANE,AUSTIN,TX,78745,Restaurant
,2015127563 FP,2000,Vazquez Restaurant #3,"13729 N Us 183 Hwy Nb Unit 860
Austin, Tx 78729
",Food Service,Seated,10/01/2018,"13729 N US 183 HWY NB Unit 860
AUSTIN, TX 78729
",13729,"US 183 HWY
",N ,NB,Unit 860,MARTIN VAZQUEZ,"13729 RESEARCH BLVD., STE. 860",AUSTIN,TEXAS,78729,General Food Service
R379617,2013007431 FP,2000,7 Eleven # 32248,"14016 N Fm 620 Rd
Austin, Tx 78717
",Retail Food,,10/01/2018,"14016 N FM 620 RD
AUSTIN, TX 78717
",14016,"FM 620
",N ,RD,,7 - ELEVEN INC.  ATTN: LICENSING,14016 FM 620 N.,AUSTIN,TX,78717,Convenience Store
,2013127787 FP,2000,Shell,"9400 N Ih 35 Svrd Sb
Austin, Tx 78753
(30.358702, -97.68841)",Retail Food,,10/01/2018,"9400 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.358702, -97.68841)",9400,"IH 35 SVRD
",N ,SB,,VASU MEKALA,9400 N. IH 35,AUSTIN,TEXAS,78753,Convenience Store
,2010028133 FP,2000,ATX Food Mart,"3002 S Congress Ave
Austin, Tx 78704
(30.232256, -97.758603)",Retail Food,,10/01/2018,"3002 S CONGRESS AVE
AUSTIN, TX 78704
(30.232256, -97.758603)",3002,"CONGRESS
",S ,AVE,,"USKB, LLC ATTN: SULEMAN KHALID",3002 S. CONGRESS AVENUE,AUSTIN,TEXAS,78704,Convenience Store
,2016026542 FP,2000,Wells Branch Food Mart,"3505 W Wells Branch Pkwy
Austin, Tx 78727
",Retail Food,,10/01/2018,"3505 W WELLS BRANCH PKWY
AUSTIN, TX 78727
",3505,"WELLS BRANCH
",W ,PKWY,,WELLS BRANCH FOOD MART,3505 WELLS BRANCH PKWY,AUSTIN,TEXAS,78728,Convenience Store
,2015051061 FP,2000,Cash Corner,"2000 S Ih 35 Svrd Sb
Austin, Tx 78704
(30.237385, -97.739452)",Retail Food,,10/01/2018,"2000 S IH 35 SVRD SB
AUSTIN, TX 78704
(30.237385, -97.739452)",2000,"IH 35 SVRD
",S ,SB,,SEENAPPA POOLA,2000 S. IH 35,AUSTIN,TEXAS,78704,Convenience Store
,2014076943 FP,2052,Chocolaterie Tessa,"7425 Burnet Rd
Austin, Tx 78757
(30.350171, -97.734526)",Retail Food,,10/01/2018,"7425 BURNET RD
AUSTIN, TX 78757
(30.350171, -97.734526)",7425,"BURNET
",,RD,,TESSA HALSTEAD,7425 BURNET ROAD,AUSTIN,TX,78757,Other
,2006008427 FP,2064,Pizza Hut,"8500 N Lamar Blvd
Austin, Tx 78753
(30.353367, -97.705584)",Food Service,Carryout,10/01/2018,"8500 N LAMAR BLVD
AUSTIN, TX 78753
(30.353367, -97.705584)",8500,"LAMAR
",N ,BLVD,,HEART OF TX PIZZA LP,7700 E. POLO,WICHITA,KS,67206,Restaurant
,2013084304 FP,2100,"Little Dudes Learning Center, Inc","4600 Nuckols Crossing Rd
Austin, Tx 78744
(30.199471, -97.734948)",Food Service,Seated,10/01/2018,"4600 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.199471, -97.734948)",4600,"NUCKOLS CROSSING
",,RD,,LITTLE DUDES LEARNING CTR.INC /PATRICIA SMITH,P.O. BOX 18027,AUSTIN,TEXAS,78760,Child Care
,2012045027 FP,2100,Circle K Store #2704675,,Retail Food,,10/01/2018,,,"#VALUE!
",,,,"CIRCLE K STORES,INC./ATTN: LICENSES AND PERMITS","1199 S. BELTLINE, SUITE 160",COPPELL,TX,75019,Convenience Store
,2006005359 FP,2185,Barnes and Nobles Booksellers,"14010 N Us 183 Hwy Svrd
Austin, Tx 78613
",Food Service,Seated,10/01/2018,"14010 N US 183 HWY SVRD
AUSTIN, TX 78613
",14010,"US 183 HWY
",N ,SVRD,,"B & N BOOKSELLERS, INC.   ATTN: BUSINESS LICENSES",1400 OLD COUNTRY RD.,WESTBURY,NY,11590,Delicatessen
,2015120496 FP,2163,RA Sushi,"117 W 4Th St
Austin, Tx 78701
(30.266505, -97.744599)",Food Service,,10/01/2018,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744599)",117,"4TH
(41.652949, -83.532156)",W ,ST,,MICHAEL DERRICK DAVIS,"117 W 4TH ST, SUITE 300",AUSTIN,TEXAS,78701,General Food Service
